Symbol	Name	Price
HCHC	HC2 Holdings	3.67
HCI	HCI Group	56.25
HCKT	Hackett Group	13.99
HCM	Hutchison China MediTech	32
HCSG	Healthcare Services Group	31.74
HCYT	H-CYTE, Inc.	0.06
HD	Home Depot	270.07
HDB	HDFC Bank	78
HDSN	Hudson Technologies	1.44
HE	Hawaiian Electric Industries	33.51
HEAR	Turtle Beach	30.1
HEC	Hudson Executive Investment Corp.	11.42
HEES	H&E Equipment Services	28.35
HEI	HEICO Corporation	119.22
HEI.A	HEICO Corporation	108.3
HELE	Helen of Troy	245.26
HEMP	Hemp, Inc.	0.01
HEP	Holly Energy Partners	14.12
HEPA	Hepion Pharmaceuticals	2.13
HES	Hess Corporation	54.5
HESM	Hess Midstream	21.5
HEWA	HealthWarehouse.com	0.16
HEXO	HEXO Corp.	6.27
HFBL	Home Federal Bancorp	29.09
HFC	HollyFrontier	28.01
HFEN	HF Enterprises	6.4
HFFG	HF Foods Group	7.76
HFWA	Heritage Financial	23.9
HGBL	Heritage Global	3.04
HGEN	Humanigen	19.59
HGLD	Patagonia Gold	0.1
HGSH	China HGS Real Estate	1.88
HGV	Hilton Grand Vacations	30.98
HHC	Howard Hughes Corp	88.75
HHR	Headhunter Group	30.65
HHS	Harte-Hanks	0.05
HI	Hillenbrand	42.48
HIBB	Hibbett Sports	57.37
HIFS	Hingham Institution for Savings	226.01
HIG	Hartford Financial Services	48.34
HIGA	H.I.G. Acquisition	10.36
HIHO	Highway Holdings	4.41
HII	Huntington Ingalls Industries	157.77
HIL	Hill International	2.22
HIMX	Himax Technologies	11.02
HIW	Highwoods Properties	38.31
HJLI	Hancock Jaffe Laboratories	8.91
HKIB	AMTD International	6.24
HL	Hecla Mining	7.3
HLF	Herbalife Nutrition	51.06
HLG	Hailiang Education Group	59.59
HLI	Houlihan Lokey	66.83
HLIO	Helios Technologies	55.81
HLIT	Harmonic	7.88
HLIX	Helix TCS	0.93
HLNE	Hamilton Lane	77.65
HLT	Hilton Worldwide	101.92
HLX	Helix Energy Solutions Group	4.24
HLXA	Helix Acquisition	11
HMC	Honda Motor Company	26.51
HMG	HMG Courtland Properties	12.25
HMHC	Houghton Mifflin Harcourt	5.18
HMI	Huami Corporation	13.79
HMLP	Hoegh Lng Partners	14.65
HMN	Horace Mann Educators	39.39
HMNF	HMN Financial	18.03
HMNY	Helios & Matheson Analytics	0
HMST	HomeStreet	37.46
HMSY	HMS Holdings	36.75
HMTV	Hemisphere Media Group	10.5
HMY	Harmony Gold Mining	4.53
HNGR	Hanger, Inc.	21.48
HNI	HNI Corporation	33.58
HNNA	Hennessy Advisors	8.56
HNP	Huaneng Power International	13.91
HNRG	Hallador Energy	1.42
HOFSQ	Hermitage Offshore Services	0.04
HOFT	Hooker Furniture	30.93
HOFV	Hall of Fame Resort & Entertainment	2.38
HOG	Harley-Davidson	40.15
HOL	Holicity	10.37
HOLI	HollySys Automation Technologies	14.25
HOLX	Hologic	82.89
HOMB	Home Bancshares	21.5
HOME	At Home Group	24.02
HON	Honeywell	195.56
HONE	HarborOne Bancorp	10.87
HOOK	HOOKIPA Pharma	11.31
HOPE	Hope Bancorp	11.5
HOTH	Hoth Therapeutics	2.13
HOV	Hovnanian Enterprises	50.61
HP	Helmerich & Payne	24.33
HPE	Hewlett-Packard Enterprise	12.38
HPK	HighPeak Energy	14.86
HPP	Hudson Pacific Properties	23.47
HPQ	HP Inc	24.48
HPR	HighPoint Resources	10.67
HPTO	HopTo Inc.	0.47
HPX	HPX Corp.	10.5
HQI	HireQuest	12.47
HQY	HealthEquity	83.85
HR	Healthcare Realty Trust	30.79
HRB	H&R Block	18.16
HRBR	Harbor Diversified	0.25
HRC	Hill-Rom Holdings	95.56
HRGG	Heritage NOLA Bancorp	12.49
HRI	Herc Holdings	66.79
HRL	Hormel Foods	46.92
HRMY	Harmony Biosciences	36.04
HROW	Harrow Health	8.98
HRST	Harvest Oil & Gas	19.2
HRTG	Heritage Insurance Holdings	9.19
HRTH	Harte-Hanks	2.95
HRTX	Heron Therapeutics	18.32
HRZN	Horizon Technology Finance	13.02
HSAQ	Health Sciences Acquisitions 2	11.85
HSBC	HSBC Holdings	26.3
HSC	Harsco	17.36
HSDT	Helius Medical Technologies	13.2
HSIC	Henry Schein	67.46
HSII	Heidrick & Struggles	29.9
HSKA	Heska Corporation	180.83
HSON	Hudson Global	14.45
HST	Host Hotels & Resorts	13.64
HSTM	HealthStream	24.11
HSTO	Histogen	1.18
HSY	Hershey	145.11
HT	Hersha Hospitality Trust	7.74
HTA	Healthcare Trust of America	29
HTBI	HomeTrust Bancshares	21.09
HTBK	Heritage Commerce	8.69
HTBX	Heat Biologics	7.23
HTGC	Hercules Capital	15.12
HTGM	HTG Molecular Diagnostics	6.64
HTH	Hilltop Holdings	30.85
HTHT	Huazhu Group	47.2
HTLD	Heartland Express	18.9
HTLF	Heartland Financial USA	43.3
HTOO	Fusion Fuel Green	20.28
HTZGQ	Hertz Global Holdings	1.83
HUBB	Hubbell	158.96
HUBG	Hub Group	54.32
HUBS	HubSpot	381.74
HUD	Hudson	0.26
HUGE	FSD Pharma	1.97
HUIZ	Huize Holding	6.46
HUM	Humana	379.9
HUN	Huntsman	27.08
HURC	Hurco Companies	29.6
HURN	Huron Consulting Group	55.03
HUSA	Houston American Energy	2.23
HUSKF	Husky Energy	0.0
HUSN	Hudson Capital	3.83
HUYA	HUYA Inc.	25.84
HVBC	HV Bancorp	16.81
HVBTF	Hive Blockchain Technologies	1.87
HVT	Haverty Furniture	30.87
HWBK	Hawthorn Bancshares	18.55
HWC	Hancock Whitney	34.73
HWCC	Houston Wire & Cable	3.42
HWKN	Hawkins	56.26
HWM	Howmet Aerospace	25.05
HX	Hexindai Inc.	2.33
HXL	Hexcel Corporation	44.52
HY	Hyster-Yale Materials Handling	92.52
HYFM	Hydrofarm	79.57
HYLN	Hyliion	16.91
HYMC	Hycroft Mining Holding	7.57
HYRE	HyreCar	10.86
HYSR	SunHydrogen	0.21
HZAC	Horizon Acquisition	10.59
HZN	Horizon Global	9.79
HZNP	Horizon Therapeutics	77.04
HZO	MarineMax	43.11
HZON	Horizon Acquisition II	10.5
IAA	IAA, Inc.	58.79
IAC	IAC/InterActiveCorp	220.33
IACA	ION Acquisition Corp 1	12.82
IAG	Iamgold	3.5
IAIC	Information Analysis	1.82
IART	Integra LifeSciences	66.64
IBA	Industrias Bachoco	42.28
IBAL	International Baler	1.13
IBCP	Independent Bank	19.15
IBEX	IBEX Holdings	18.35
IBIO	iBio, Inc.	1.87
IBKR	Interactive Brokers	65.52
IBM	International Business Machines	120.54
IBN	ICICI Bank	17
IBOC	International Bancshares	38.48
IBP	Installed Building Products	111.87
IBTX	Independent Bank Group	63.04
ICAD	iCAD, Inc.	17.03
ICBK	County Bancorp	22
ICCC	ImmuCell	9.96
ICCH	ICC Holdings	14.23
ICD	Independence Contract Drilling	3.65
ICE	Intercontinental Exchange	113.41
ICFI	ICF International	76.74
ICHR	Ichor Holdings	38.42
ICL	ICL Group	5.34
ICLK	iClick Interactive Asia	17.98
ICLR	ICON plc	204.47
ICMB	Investcorp Credit Management BDC	4.85
ICON	Iconix Brand Group	2.75
ICPT	Intercept Pharmaceuticals	36.9
ICUI	ICU Medical	203.25
ID	PARTS iD	7.35
IDA	IDACORP, Inc.	88.55
IDCC	InterDigital	65.36
IDEX	Ideanomics	4.34
IDN	Intellicheck	12.04
IDRA	Idera Pharmaceuticals	5.51
IDT	IDT Corporation	14.74
IDXG	Interpace Biosciences	4.34
IDXX	IDEXX Laboratories	492.42
IDYA	IDEAYA Biosciences	18.09
IEA	Infrastructure & Energy Alternatives	20.16
IEC	IEC Electronics	15.69
IEHC	IEH Corporation	20
IEP	Icahn Enterprises	57.15
IESC	IES Holdings	46.65
IEX	IDEX Corporation	189.42
IFF	International Flavors & Fragrances	0
IFMK	iFresh	1.14
IFRX	InflaRx N.V.	5.42
IFS	Intercorp Financial Services	31.64
IGAC	IG Acquisition	10.53
IGC	India Globalization Capital	1.68
IGEN	IGEN Networks	0.01
IGIC	International General Insurance	7.97
IGLDF	Internet Gold-Golden Lines	0.0
IGMS	IGM Biosciences	97.5
IGT	International Game Technology	16.89
IGXT	IntelGenx Technologies	0.23
IH	iHuman	19.2
IHC	Independence Holding	39.24
IHG	InterContinental Hotels Group	62.98
IHRT	iHeartMedia	13.89
IHT	InnSuites Hospitality Trust	3.02
III	Information Services Group	3.59
IIIN	Insteel Industries	25.75
IIIV	i3 Verticals	29.3
IIN	Intricon	18.99
IIPR	Innovative Industrial Properties	194.58
IIVI	II-VI Incorporated	87.28
IKNX	Ikonics	9.94
IKT	Inhibikase Therapeutics	7.3
ILMN	Illumina	443.38
ILPT	Industrial Logistics Properties Trust	21.87
IMAB	I-Mab	58.77
IMAC	IMAC Holdings	1.65
IMAX	IMAX Corporation	19.73
IMBI	iMedia Brands	5.7
IMCI	Infinite Group	0.2
IMGN	ImmunoGen	7.42
IMH	Impac Mortgage Holdings	3.72
IMKTA	Ingles Markets	47.19
IMMP	Immutep	2.96
IMMR	Immersion	13.1
IMMU	Immunomedics	7.1
IMNM	Immunome	17.21
IMO	Imperial Oil	19.57
IMOS	ChipMOS Technologies	24.46
IMPX	AEA-Bridges Impact Corp	10.74
IMRA	IMARA Inc.	12.9
IMRN	Immuron	7.06
IMTE	Integrated Media Technology	5.96
IMTX	Immatics	10.76
IMUX	Immunic	16.93
IMV	IMV Inc.	3.67
IMVT	Immunovant	43.3
IMXI	International Money Express	14.76
INAB	IN8bio	0
INAQ	INSU Acquisition II	16.8
INBK	First Internet Bancorp	31.3
INBP	Integrated BioPharma	0.94
INBX	Inhibrx	34.02
INCY	Incyte	90.92
INDB	Independent Bank	76.69
INDO	Indonesia Energy	6.64
INFI	Infinity Pharmaceuticals	3.54
INFN	Infinera	10
INFO	IHS Markit	88.35
INFU	InfuSystem Holdings	17.68
INFY	Infosys	17.38
ING	ING Group	8.98
INGN	Inogen	49.97
INGR	Ingredion	74.32
INIS	International Isotopes	0.14
INLX	Intellinetics	5.49
INM	InMed Pharmaceuticals	4.19
INMB	Inmune Bio	18.51
INMD	InMode	60.2
INN	Summit Hotel Properties	8.57
INO	Inovio Pharmaceuticals	16.96
INOD	Innodata	5.54
INOV	Inovalon Holdings	25.59
INPX	Inpixon	1.38
INS	Intelligent Systems	41.28
INSE	Inspired Entertainment	6.27
INSG	Inseego	19.07
INSM	Insmed	37.44
INSP	Inspire Medical Systems	204.62
INSW	International Seaways	15.79
INT	World Fuel Services	31.14
INTC	Intel	56.69
INTEQ	Intelsat	0.68
INTG	InterGroup Corporation	32.03
INTI	Inhibitor Therapeutics	0.05
INTL	INTL FCStone	0.11
INTT	inTEST Corporation	7.71
INTU	Intuit	373.58
INTZ	Intrusion	21.4
INUV	Inuvo, Inc.	1.34
INVA	Innoviva, Inc.	12.32
INVE	Identiv	8.41
INVH	Invitation Homes	30.42
INVO	INVO Bioscience	3.05
INZY	Inozyme Pharma	22
IO	ION Geophysical	2.91
IONS	Ionis Pharmaceuticals	58.97
IOR	Income Opportunity Realty Investors	11.01
IOSP	Innospec	90.37
IOVA	Iovance Biotherapeutics	44.02
IP	International Paper	49.79
IPAR	Inter Parfums	64.92
IPCIF	Intellipharmaceutics International	0.17
IPDN	Professional Diversity Network	2.15
IPG	Interpublic Group of Companies	24.82
IPGP	IPG Photonics	230.61
IPHA	Innate Pharma	4.31
IPHI	Inphi Corporation	172.93
IPI	Intrepid Potash	24.36
IPIC	iPic Entertainment	0.65
IPIX	Innovation Pharmaceuticals	0.31
IPOC	Social Capital Hedosophia III	0.0
IPOD	Social Capital Hedosophia IV	16.06
IPOE	Social Capital Hedosophia V	25.78
IPOF	Social Capital Hedosophia VI	14.98
IPV	InterPrivate Acquisition	15.22
IPWR	Ideal Power	15.79
IQ	iQIYI, Inc.	21.89
IQV	IQVIA Holdings	180.44
IR	Ingersoll-Rand	42.6
IRBT	iRobot Corporation	122.39
IRCP	IRSA Propiedades Comerciales	9.56
IRDM	Iridium Communications	49.82
IRIX	IRIDEX Corporation	4.65
IRM	Iron Mountain	33.38
IRMD	IRadimed	24
IROQ	IF Bancorp	19.8
IRS	IRSA Inversiones y Representaciones	4.28
IRT	Independence Realty Trust	13.61
IRTC	iRhythm Technologies	182.01
IRWD	Ironwood Pharmaceuticals	10.42
ISBC	Investors Bancorp	11.5
ISCO	International Stem Cell	0.5
ISDR	Issuer Direct	21.2
ISEE	IVERIC bio	5.58
ISIG	Insignia Systems	7.66
ISNS	Image Sensing Systems	4.44
ISR	IsoRay	1.62
ISRG	Intuitive Surgical	746.11
ISSC	Innovative Solutions & Support	6.21
ISTR	Investar Holding	16.4
IT	Gartner	154.01
ITAC	Industrial Tech Acquisitions	10.19
ITCB	Itau Corpbanca	5.4
ITCI	Intra-Cellular Therapies	33.07
ITGR	Integer Holdings	74.04
ITI	Iteris	6.96
ITIC	Investors Title Company	143.86
ITMR	Itamar Medical	24.76
ITOCY	Itochu	57.1
ITOS	iTeos Therapeutics	32.23
ITP	IT Tech Packaging	0.87
ITRG	Integra Resources	3.51
ITRI	Itron, Inc.	90.78
ITRM	Iterum Therapeutics	1.55
ITRN	Ituran Location & Control	18.68
ITT	ITT Inc.	77.11
ITTOY	ITOCHU Techno-Solutions	17.75
ITUB	Itau Unibanco Holding	5.35
ITW	Illinois Tool Works	194.88
IVA	Inventiva	14.82
IVAC	Intevac	6.78
IVC	Invacare	10.06
IVDN	Innovative Designs	0.28
IVFH	Innovative Food Holdings	0.58
IVR	Invesco Mortgage Capital	4.01
IVZ	Invesco	21.4
IWSY	ImageWare Systems	0.15
IX	ORIX Corporation	82.59
IZEA	IZEA Worldwide	4.72
J	Jacobs Engineering	101.66
JACK	Jack in the Box	93.91
JAGX	Jaguar Health	2.82
JAKK	JAKKS Pacific	8.57
JAMF	Jamf Holding	38.25
JAN	JanOne	9.4
JASN	Jason Industries	0.06
JAX	J. Alexander''s Holdings	7.3
JAZZ	Jazz Pharmaceuticals	155.24
JBGS	JBG SMITH Properties	30.46
JBHT	J.B. Hunt	136.91
JBL	Jabil	42.58
JBLU	JetBlue Airways	14.32
JBSS	John B. Sanfilippo & Son	82.15
JBT	JBT Corporation	118.24
JCDXF	JCDecaux SA	19.66
JCI	Johnson Controls	50.91
JCIC	Jack Creek Investment	0
JCOM	J2 Global	102.9
JCP	J. C. Penney	0.14
JCPNQ	J. C. Penney	0.0
JCS	Communications Systems	4.83
JCTCF	Jewett-Cameron Trading	9.22
JD	JD.com	91.27
JE	Just Energy Group	6.81
JEF	Jefferies Financial Group	24.08
JELD	JELD-WEN Holding	27.11
JFIN	Jiayin Group	3.5
JFU	9F Inc.	1.24
JG	Aurora Mobile	3.45
JHG	Janus Henderson Group	31.9
JHX	James Hardie Industries	28.19
JIH	Juniper Industrial Holdings	12.52
JILL	J.Jill, Inc.	3.92
JJSF	J&J Snack Foods	153.75
JKHY	Jack Henry & Associates	148.48
JKS	JinkoSolar Holding	63.69
JLL	Jones Lang LaSalle	151.22
JMIA	Jumia Technologies AG	62.8
JMP	JMP Group	4.29
JNCE	Jounce Therapeutics	11.89
JNJ	Johnson & Johnson	162.71
JNPR	Juniper Networks	24.77
JOB	GEE Group	1.19
JOBS	51job	67.25
JOE	The St. Joe Company	46.27
JOUT	Johnson Outdoors	111.25
JP	Jupai Holdings	1.97
JPM	JPMorgan Chase	129.62
JRJC	China Finance Online	9.81
JRSH	Jerash Holdings	5.6
JRVR	James River Group Holdings	44.44
JSDA	Jones Soda Co.	0.41
JT	Jianpu Technology	3.08
JUPW	Jupiter Wellness	5.97
JUVF	Juniata Valley Financial	18.15
JVA	Coffee Holding Co.	4.97
JW.A	John Wiley & Sons	46.32
JW.B	John Wiley & Sons	46.38
JWEL	Jowell Global	36.88
JWN	Nordstrom	35.82
JWS	Jaws Acquisition	14.09
JYAC	Jiya Acquisition	10.36
JYNT	The Joint Corp.	35.1
K	Kellogg	58.82
KAI	Kadant	145.11
KALA	Kala Pharmaceuticals	7.66
KALU	Kaiser Aluminum	89.15
KALV	KalVista Pharmaceuticals	15.19
KAMN	Kaman Corporation	51.48
KAR	KAR Auction Services	19.12
KB	KB Financial Group	38.14
KBAL	Kimball International	12.67
KBH	KB Home	41.66
KBLB	Kraig Biocraft Laboratories	0.16
KBLM	KBL Merger Corp. IV	212
KBNT	Kubient	5.56
KBR	KBR, Inc.	29.87
KBSF	KBS Fashion Group	3.87
KC	Kingsoft Cloud Holdings	54.23
KDMN	Kadmon Holdings	5.02
KDNY	Chinook Therapeutics	15.35
KDP	Keurig Dr Pepper	31.92
KE	Kimball Electronics	19.91
KEGX	Key Energy Services	5.11
KELYA	Kelly Services	20.13
KELYB	Kelly Services	19.58
KEM	KEMET Corporation	13.89
KEN	Kenon Holdings	28.5
KEP	Korea Electric Power	10.32
KEQU	Kewaunee Scientific	13.06
KERN	Akerna	6.2
KEX	Kirby Corporation	54.17
KEY	KeyCorp	17.16
KEYS	Keysight Technologies	142.81
KFFB	Kentucky First Federal Bancorp	6.46
KFRC	Kforce	43.23
KFS	Kingsway Financial Services	4.35
KFY	Korn Ferry	48.35
KGC	Kinross Gold	7.19
KGJI	Kingold Jewelry	0.17
KGKG	Kona Gold Beverage	0.03
KHC	Kraft Heinz	33.25
KIDS	OrthoPediatrics	46.84
KIM	Kimco Realty	16.35
KIN	Kindred Biosciences	5
KINS	Kingstone Companies	7.02
KIQ	Kelso Technologies	0.95
KIRK	Kirkland''s	25.29
KITL	Kisses From Italy	0.11
KKR	KKR & Co.	40.44
KL	Kirkland Lake Gold	39.19
KLAC	KLA Corporation	292.62
KLDI	KLDiscovery	8.5
KLDO	Kaleido Biosciences	13.66
KLIC	Kulicke & Soffa Industries	37.69
KLR	Kaleyra	12.48
KLXE	KLX Energy Services	8.75
KMB	Kimberly-Clark	133.24
KMDA	Kamada	6.81
KMI	Kinder Morgan	14.02
KMPR	Kemper Corporation	72.54
KMT	Kennametal	39.32
KMX	CarMax	116.91
KN	Knowles Corporation	19.87
KNDI	Kandi Technologies	8.51
KNL	Knoll, Inc.	15.38
KNMCY	Konami Holdings	63.62
KNOP	KNOT Offshore Partners	15.92
KNSA	Kiniksa Pharmaceuticals	20.8
KNSL	Kinsale Capital Group	189.17
KNTE	Kinnate Biopharma	34.26
KNWN	Know Labs	2.05
KNX	Knight-Swift Transportation	40.02
KO	Coca-Cola	48.48
KOAN	Resonate Blends	0.14
KOD	Kodiak Sciences	131.11
KODK	Eastman Kodak	10.02
KOF	Coca-Cola Femsa	44.39
KOP	Koppers Holdings	34.79
KOPN	Kopin Corporation	5.2
KOR	Corvus Gold	2.29
KOS	Kosmos Energy	2.28
KOSS	Koss Corporation	35
KPTI	Karyopharm Therapeutics	15.4
KR	Kroger	33.7
KRA	Kraton	32.36
KRBP	Kiromic BioPharma	8.71
KRC	Kilroy Realty	56.75
KRED	KonaRed	0.01
KREF	KKR Real Estate Finance Trust	17.5
KRG	Kite Realty Group Trust	16.12
KRKR	36Kr Holdings	3.75
KRMD	Repro-Med Systems	4.01
KRNT	Kornit Digital	92.27
KRNY	Kearny Financial	10.23
KRO	Kronos Worldwide	14.54
KRON	Kronos Bio	27.59
KROS	Keros Therapeutics	57.54
KRP	Kimbell Royalty Partners	8.3
KRTX	Karuna Therapeutics	100.22
KRUS	Kura Sushi USA	22.4
KRYS	Krystal Biotech	68.93
KSHB	KushCo Holdings	1.36
KSMT	Kismet Acquisition One	10.32
KSPN	Kaspien Holdings	40.51
KSS	Kohl''s	43.13
KSU	Kansas City Southern	205.34
KT	KT Corporation	10.71
KTB	Kontoor Brands	36.57
KTCC	Key Tronic	8.87
KTOS	Kratos Defense & Security Solutions	27.01
KTRA	Kintara Therapeutics	1.68
KTYB	Kentucky Bancshares	32.5
KUBTY	Kubota Corporation	113.82
KULR	KULR Technology Group	1.25
KURA	Kura Oncology	31.4
KVHI	KVH Industries	13.56
KW	Kennedy-Wilson Holdings	17.48
KWR	Quaker Chemical	278.91
KXIN	Kaixin Auto	3.66
KYMR	Kymera Therapeutics	59.99
KYOCY	Kyocera	64.42
KZIA	Kazia Therapeutics	9.8
KZR	Kezar Life Sciences	5.39
L	Loews	45.88
LAAB	Startech Labs	1.25
LAC	Lithium Americas	19.25
LACQ	Leisure Acquisition	23.99
LAD	Lithia Motors	336.03
LADR	Ladder Capital	9.91
LAIX	LAIX Inc.	1.82
LAKE	Lakeland Industries	30.58
LAMR	Lamar Advertising	83.57
LANC	Lancaster Colony	174.05
LAND	Gladstone Land	16.36
LARK	Landmark Bancorp	25.4
LASR	nLIGHT, Inc.	32.55
LATN	Union Acquisition Corp. II	10.24
LAUR	Laureate Education	13.59
LAWS	Lawson Products	50.35
LAZ	Lazard	41.72
LAZR	Luminar Technologies	33.32
LAZY	Lazydays Holdings	17.73
LB	L Brands	41.86
LBAI	Lakeland Bancorp	13.39
LBC	Luther Burbank	9.87
LBCC	Long Blockchain	0.22
LBRDA	Liberty Broadband	144.22
LBRDK	Liberty Broadband	145.18
LBRT	Liberty Oilfield Services	12.28
LBTYA	Liberty Global	24.03
LBTYB	Liberty Global	24.01
LBTYK	Liberty Global	24.06
LBY	Libbey	0.71
LC	LendingClub	11.24
LCAP	Lionheart Acquisition II	10.36
LCHD	Leader Capital Holdings	2.01
LCI	Lannett Company	7.41
LCII	LCI Industries	131.56
LCNB	LCNB Corporation	15.09
LCTX	Lineage Cell Therapeutics	2.34
LCUT	Lifetime Brands	13.49
LCY	Landcadia Holdings III	10.45
LDL	Lydall	30.58
LDOS	Leidos Holdings	105.06
LE	Lands'' End	26.64
LEA	Lear Corporation	156.83
LEAF	Leaf Group	5.9
LEAP	Ribbit LEAP	14.13
LEAT	Leatt Corporation	9.7
LECO	Lincoln Electric Holdings	115.78
LEDS	SemiLEDs	3.75
LEE	Lee Enterprises	1.45
LEG	Leggett & Platt	41.49
LEGH	Legacy Housing	14.1
LEGN	Legend Biotech	27.21
LEJU	Leju Holdings	2.48
LEN	Lennar	84.21
LEN.B	Lennar	68
LESL	Leslie''s	28.41
LEU	Centrus Energy	22.05
LEVI	Levi Strauss & Co.	19.68
LEVL	Level One Bancorp	20.56
LFAC	LF Capital Acquisition	0.0
LFC	China Life Insurance	10.61
LFIN	Longfin	0.33
LFT	Lument Finance Trust	3.16
LFTR	Lefteris Acquisition	10.5
LFUS	Littelfuse	254.63
LFVN	LifeVantage Corporation	9.06
LGC	Legacy Acquisition	2.4
LGF.A	Lions Gate Entertainment	14.16
LGF.B	Lions Gate Entertainment	12.53
LGHL	Lion Group Holding	3.07
LGIH	LGI Homes	109.3
LGL	LGL Group	10.3
LGND	Ligand Pharmaceuticals	180.03
LGVW	Longview Acquisition	19.57
LH	LabCorp	234.41
LHC	Leo Holdings	1891
LHCG	LHC Group	200.58
LHX	L3Harris Technologies	173.56
LI	Li Auto	32.04
LIFE	aTyr Pharma	3.78
LII	Lennox International	283.12
LILA	Liberty Latin America	10.09
LILAK	Liberty Latin America	9.96
LIN	Linde	250.43
LINC	Lincoln Educational Services	5.99
LIND	Lindblad Expeditions	15.5
LINX	Linx S.A.	6.71
LIQT	LiqTech International	8.08
LITB	LightInTheBox	2.66
LITE	Lumentum Holdings	95.62
LITH	BioELife	0.19
LIVE	Live Ventures	27.95
LIVK	LIV Capital Acquisition	10.18
LIVN	LivaNova	64.44
LIVX	LiveXLive Media	4
LIXT	Lixte Biotechnology	3.19
LIZI	Lizhi Inc.	3.65
LJPC	La Jolla Pharmaceutical	6.35
LKCO	Luokung Technology	0.63
LKFN	Lakeland Financial	59.89
LKNCY	Luckin Coffee	10.95
LKQ	LKQ Corporation	35.96
LL	Lumber Liquidators	28.07
LLIT	Lianluo Smart	7.1
LLNW	Limelight Networks	4.68
LLY	Eli Lilly	203.14
LM	Legg Mason	0.08
LMAT	LeMaitre Vascular	48.06
LMB	Limbach Holdings	14.59
LMFA	LM Funding America	1.84
LMND	Lemonade	149.2
LMNL	Liminal BioSciences	4.59
LMNR	Limoneira	15.66
LMNX	Luminex	29.16
LMPX	LMP Automotive Holdings	22.85
LMRK	Landmark Infrastructure Partners	11.68
LMST	Limestone Bancorp	13.99
LMT	Lockheed Martin	324.03
LN	LINE Corporation	0.54
LNC	Lincoln National	46.28
LND	BrasilAgro	4.82
LNDC	Landec	10.52
LNG	Cheniere Energy	63.24
LNN	Lindsay Corporation	143.09
LNSR	LENSAR, Inc	7.08
LNT	Alliant Energy	48.95
LNTH	Lantheus Holdings	16.93
LNVGY	Lenovo Group	24.9
LOAC	Longevity Acquisition	11.51
LOAN	Manhattan Bridge Capital	5.11
LOB	Live Oak Bancshares	39.64
LOCO	El Pollo Loco	20.65
LODE	Comstock Mining	2.95
LOGC	LogicBio Therapeutics	8.14
LOGI	Logitech International	105.95
LOMA	Loma Negra	5.21
LONCF	Loncor Resources	0.42
LOOP	Loop Industries	10.32
LOPE	Grand Canyon Education	85.96
LORL	Loral Space & Communications	25.96
LOV	Spark Networks SE	5.51
LOVE	Lovesac	57.02
LOW	Lowe''s	163.37
LPCN	Lipocine	1.71
LPG	Dorian LPG	11.98
LPI	Laredo Petroleum	23.98
LPL	LG Display	10.1
LPLA	LPL Financial Holdings	110.92
LPRO	Open Lending Corp.	38
LPSN	LivePerson	64.65
LPTH	LightPath Technologies	3.97
LPTX	Leap Therapeutics	2.27
LPX	Louisiana-Pacific	40.14
LQDA	Liquidia Technologies	2.74
LQDT	Liquidity Services	21.48
LRCX	Lam Research	501.45
LRMR	Larimar Therapeutics	17
LRN	Stride	27.16
LSAQ	LifeSci Acquisition II	10.72
LSBK	Lake Shore Bancorp	13.47
LSCC	Lattice Semiconductor	42.39
LSCG	Lighting Science Group	0.14
LSF	Laird Superfood	43.53
LSGOF	Land Securities Group	8.5
LSI	Life Storage	83.11
LSPD	Lightspeed POS	70.74
LSTR	Landstar System	140.66
LSYN	Liberated Syndication	4.7
LTBR	Lightbridge	7.08
LTC	LTC Properties	39.74
LTGHY	Life Healthcare Group Holdings	5
LTHM	Livent	19.38
LTM	LATAM Airlines Group	22.66
LTMAQ	LATAM Airlines Group	1.65
LTRE	Learning Tree International	0.51
LTRN	Lantern Pharma	15.19
LTRPA	Liberty TripAdvisor Holdings	4.36
LTRPB	Liberty TripAdvisor Holdings	32.12
LTRX	Lantronix	4.55
LU	Lufax Holding	17.03
LUB	Luby''s, Inc.	2.98
LUKOY	Lukoil	70.9
LULU	Lululemon Athletica	333.47
LUMN	Lumen Technologies	11.77
LUMO	Lumos Pharma	17.35
LUNA	Luna Innovations	10.69
LUNG	Pulmonx	56
LUNMF	Lundin Mining	9.14
LUV	Southwest Airlines	44.79
LUVU	Luvu Brands	0.12
LUXA	Lux Health Tech Acquisition	11.2
LVGO	Livongo Health	0
LVMUY	LVMH Moet Hennessy	124.01
LVS	Las Vegas Sands	49.07
LW	Lamb Weston	75.6
LWAY	Lifeway Foods	6.2
LWLG	Lightwave Logic	1.92
LX	LexinFintech Holdings	8.18
LXEH	Lixiang Education	8.56
LXFR	Luxfer Holdings	16.79
LXP	Lexington Realty Trust	10.61
LXRX	Lexicon Pharmaceuticals	8.27
LXU	LSB Industries	3.82
LYB	LyondellBasell Industries	86.75
LYFT	Lyft	45.51
LYG	Lloyds Banking Group	1.8
LYL	Dragon Victory International	2.23
LYRA	Lyra Therapeutics	10.89
LYTS	LSI Industries	9.85
LYV	Live Nation Entertainment	67.56
LZB	La-Z-Boy Incorporated	36.89
M	Macy''s	14.71
MA	Mastercard	321.56
MAA	Mid-America Apartment Communities	134.98
MAAC	Montes Archimedes Acquisition	10.32
MAC	Macerich	14.01
MACK	Merrimack Pharmaceuticals	6.97
MACU	Mallard Acquisition	10.12
